S9,GVA09,S1,S6,AREA_TOT,PERIMETER,AREA,MESO_ID,S7,Area_1,covered_area,S6_S8,S3,S4,HH01,POP07,S8,S2
0.0,0.33597,0.33597,0.0,5.70790132533E7,0.27019341184,0.0050108797,2010_00134,0.0,,0.0,0.0,0.0,0.0,31.0443,237.45456,0.0,0.0
0.0,0.11233,0.11233,0.0,4.82347490557E7,0.24611423329,0.0042333511,2010_00135,0.0,,0.0,0.0,0.0,0.0,27.06837,49.95758,0.0,0.0
36.71162,67.2343,30.52268,0.0,4.25673775328E7,0.28141146897,0.00373630576,2010_00136,0.0,,0.0,0.0,0.0,0.0,132.09113,1602.70536,0.0,0.0
11.49668,67.18515,0.76455,0.0,4.9132240116E7,0.26482150137,0.00431168272,2010_00137,42.60264,,0.0,0.0,12.32128,0.0,149.20493,864.6704,0.0,0.0
0.0,0.29614,0.29614,0.0,4.40845370892E7,0.28717271993,0.00387040795,2010_00138,0.0,,0.0,0.0,0.0,0.0,55.91177,101.7636,0.0,0.0
0.0,0.1813,0.1813,0.0,5.3216054636E7,0.29178061917,0.00467254539,2010_00139,0.0,,0.0,0.0,0.0,0.0,20.84779,97.57312,0.0,0.0
0.0,0.34233,0.34233,0.0,4.53481780811E7,0.25007551975,0.00398098794,2010_00140,0.0,,0.0,0.0,0.0,0.0,17.23136,52.50809,0.0,0.0
0.0,1.30258,0.24614,0.0,4.94779751393E7,0.2573562891,0.00434344887,2010_00141,1.05644,,0.0,0.0,0.0,0.0,18.80059,93.04065,0.0,0.0
0.0,0.01553,0.0,0.01553,5.25761500476E7,0.28980498747,0.00461265165,2010_00142,0.0,,0.0,0.01553,0.0,0.0,0.51656,0.0,0.0,0.0
0.0,136.56358,0.74396,25.15269,4.37931943815E7,0.30961105076,0.00384291875,2010_00143,0.0,,0.0,25.15269,0.0,0.0,5.87972,127.93287,0.0,110.66693
0.0,0.00379,0.0,0.00379,5.20985730265E7,0.31040598485,0.0045711191,2010_00144,0.0,,0.0,0.00379,0.0,0.0,0.52098,0.0,0.0,0.0
